INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
48947,T,090108,163934,08.797158N,082.491176W,1863,0,80,
48948,T,090108,163935,08.797160N,082.491175W,1863,0,80,
48949,T,090108,163936,08.797160N,082.491175W,1863,0,80,
48950,T,090108,163937,08.797160N,082.491175W,1863,0,80,
48951,T,090108,163938,08.797160N,082.491175W,1863,0,80,
48952,T,090108,163939,08.797160N,082.491175W,1863,0,80,
48953,T,090108,163940,08.797160N,082.491176W,1863,0,80,
48954,T,090108,163941,08.797160N,082.491176W,1863,0,80,
48955,T,090108,163942,08.797160N,082.491175W,1863,0,80,
48956,T,090108,163943,08.797160N,082.491176W,1863,0,80,
48957,T,090108,163944,08.797158N,082.491173W,1863,0,80,
48958,T,090108,163945,08.797156N,082.491169W,1862,0,80,
48959,T,090108,163946,08.797151N,082.491169W,1862,0,80,
48960,T,090108,163947,08.797163N,082.491159W,1862,0,80,
48961,T,090108,163948,08.797168N,082.491151W,1862,0,80,
48962,T,090108,163949,08.797168N,082.491148W,1863,0,80,
48963,T,090108,163950,08.797160N,082.491145W,1862,0,80,
48964,T,090108,163951,08.797154N,082.491139W,1862,0,80,
48965,T,090108,163952,08.797145N,082.491135W,1862,0,80,
48966,T,090108,163953,08.797138N,082.491130W,1862,0,80,
48967,T,090108,163954,08.797133N,082.491124W,1862,0,80,
48968,T,090108,163955,08.797131N,082.491118W,1862,0,80,
48969,T,090108,163956,08.797131N,082.491111W,1862,0,80,
48970,T,090108,163957,08.797131N,082.491106W,1862,0,80,
48971,T,090108,163958,08.797130N,082.491098W,1862,0,80,
48972,T,090108,163959,08.797130N,082.491094W,1862,0,80,
48973,T,090108,164000,08.797126N,082.491091W,1862,0,80,
48974,T,090108,164001,08.797118N,082.491079W,1862,0,80,
48975,T,090108,164002,08.797109N,082.491069W,1862,0,80,
48976,T,090108,164003,08.797104N,082.491061W,1861,0,80,
48977,T,090108,164004,08.797103N,082.491056W,1862,0,80,
48978,T,090108,164005,08.797101N,082.491056W,1862,0,80,
48979,T,090108,164006,08.797093N,082.491019W,1862,0,80,
48980,T,090108,164007,08.797093N,082.491023W,1862,0,80,
48981,T,090108,164008,08.797088N,082.491011W,1862,0,80,
48982,T,090108,164009,08.797078N,082.491009W,1862,0,80,
48983,T,090108,164010,08.797063N,082.490996W,1862,0,80,
48984,T,090108,164011,08.797061N,082.490979W,1861,0,80,
48985,T,090108,164012,08.797051N,082.490968W,1863,0,80,
48986,T,090108,164013,08.797048N,082.490966W,1862,0,80,
48987,T,090108,164014,08.797044N,082.490956W,1862,0,80,
48988,T,090108,164015,08.797038N,082.490946W,1862,0,80,
48989,T,090108,164016,08.797035N,082.490941W,1862,0,80,
48990,T,090108,164017,08.797028N,082.490924W,1862,3,123,
48991,T,090108,164018,08.797013N,082.490906W,1861,3,121,
48992,T,090108,164019,08.797008N,082.490910W,1861,0,121,
48993,T,090108,164020,08.797003N,082.490899W,1861,0,121,
48994,T,090108,164021,08.796996N,082.490888W,1861,0,121,
48995,T,090108,164022,08.796991N,082.490878W,1861,0,121,
48996,T,090108,164023,08.796985N,082.490873W,1860,0,121,
48997,T,090108,164024,08.796979N,082.490863W,1860,0,121,
48998,T,090108,164025,08.796974N,082.490850W,1860,0,121,
48999,T,090108,164026,08.796974N,082.490846W,1860,0,121,
49000,T,090108,164027,08.796973N,082.490841W,1860,0,121,
49001,T,090108,164028,08.796969N,082.490833W,1860,0,121,
49002,T,090108,164029,08.796963N,082.490826W,1859,0,121,
49003,T,090108,164030,08.796958N,082.490816W,1860,0,121,
49004,T,090108,164031,08.796956N,082.490808W,1859,0,121,
49005,T,090108,164032,08.796963N,082.490805W,1859,0,121,
49006,T,090108,164033,08.796968N,082.490801W,1859,0,121,
49007,T,090108,164034,08.796965N,082.490788W,1858,1,99,
49008,T,090108,164035,08.796959N,082.490778W,1859,0,99,
49009,T,090108,164036,08.796959N,082.490781W,1859,0,99,
49010,T,090108,164037,08.796956N,082.490776W,1858,0,99,
49011,T,090108,164038,08.796958N,082.490778W,1858,0,99,
49012,T,090108,164039,08.796956N,082.490771W,1858,0,99,
49013,T,090108,164040,08.796953N,082.490763W,1858,0,99,
49014,T,090108,164041,08.796950N,082.490751W,1858,0,99,
49015,T,090108,164042,08.796948N,082.490739W,1858,0,99,
49016,T,090108,164043,08.796946N,082.490736W,1858,0,99,
49017,T,090108,164044,08.796945N,082.490733W,1858,0,99,
49018,T,090108,164045,08.796943N,082.490716W,1857,0,99,
49019,T,090108,164046,08.796941N,082.490706W,1857,0,99,
49020,T,090108,164047,08.796941N,082.490698W,1857,0,99,
49021,T,090108,164048,08.796945N,082.490696W,1857,0,99,
49022,T,090108,164049,08.796943N,082.490690W,1857,0,99,
49023,T,090108,164050,08.796943N,082.490686W,1857,0,99,
49024,T,090108,164051,08.796943N,082.490679W,1857,0,99,
49025,T,090108,164052,08.796941N,082.490673W,1857,0,99,
49026,T,090108,164053,08.796934N,082.490660W,1857,0,99,
49027,T,090108,164054,08.796931N,082.490653W,1856,0,99,
49028,T,090108,164055,08.796928N,082.490640W,1856,0,99,
49029,T,090108,164056,08.796924N,082.490626W,1856,0,99,
49030,T,090108,164057,08.796923N,082.490621W,1856,0,99,
49031,T,090108,164058,08.796926N,082.490619W,1856,0,99,
49032,T,090108,164059,08.796924N,082.490613W,1856,0,99,
49033,T,090108,164100,08.796923N,082.490606W,1855,0,99,
49034,T,090108,164101,08.796920N,082.490601W,1855,0,99,
49035,T,090108,164102,08.796918N,082.490596W,1855,0,99,
49036,T,090108,164103,08.796913N,082.490583W,1855,0,99,
49037,T,090108,164104,08.796911N,082.490574W,1855,0,99,
49038,T,090108,164105,08.796909N,082.490573W,1855,0,99,
49039,T,090108,164106,08.796911N,082.490570W,1855,0,99,
49040,T,090108,164107,08.796911N,082.490561W,1855,0,99,
49041,T,090108,164108,08.796909N,082.490549W,1855,0,99,
49042,T,090108,164109,08.796913N,082.490540W,1854,0,99,
49043,T,090108,164110,08.796921N,082.490540W,1854,0,99,
49044,T,090108,164111,08.796923N,082.490536W,1854,0,99,
49045,T,090108,164112,08.796923N,082.490529W,1854,0,99,
49046,T,090108,164113,08.796923N,082.490525W,1854,0,99,
49047,T,090108,164114,08.796921N,082.490518W,1854,0,99,
49048,T,090108,164115,08.796918N,082.490513W,1854,0,99,
49049,T,090108,164116,08.796914N,082.490506W,1854,0,99,
49050,T,090108,164117,08.796909N,082.490499W,1854,0,99,
49051,T,090108,164118,08.796905N,082.490496W,1854,0,99,
49052,T,090108,164119,08.796903N,082.490486W,1854,0,99,
49053,T,090108,164120,08.796901N,082.490481W,1854,0,99,
49054,T,090108,164121,08.796900N,082.490476W,1854,0,99,
49055,T,090108,164122,08.796898N,082.490469W,1854,0,99,
49056,T,090108,164123,08.796894N,082.490461W,1854,0,99,
49057,T,090108,164124,08.796889N,082.490433W,1853,0,99,
49058,T,090108,164125,08.796888N,082.490406W,1853,0,99,
49059,T,090108,164126,08.796888N,082.490406W,1853,0,99,
49060,T,090108,164127,08.796884N,082.490401W,1853,0,99,
49061,T,090108,164128,08.796879N,082.490394W,1853,0,99,
49062,T,090108,164129,08.796876N,082.490393W,1853,0,99,
49063,T,090108,164130,08.796873N,082.490383W,1852,0,99,
49064,T,090108,164131,08.796869N,082.490379W,1852,0,99,
49065,T,090108,164132,08.796869N,082.490374W,1852,0,99,
49066,T,090108,164133,08.796873N,082.490374W,1852,0,99,
49067,T,090108,164134,08.796869N,082.490371W,1852,0,99,
49068,T,090108,164135,08.796866N,082.490353W,1852,0,99,
49069,T,090108,164136,08.796861N,082.490339W,1852,0,99,
49070,T,090108,164137,08.796860N,082.490333W,1852,0,99,
49071,T,090108,164138,08.796860N,082.490324W,1851,0,99,
49072,T,090108,164139,08.796860N,082.490319W,1851,0,99,
49073,T,090108,164140,08.796861N,082.490318W,1851,0,99,
49074,T,090108,164141,08.796860N,082.490315W,1851,0,99,
49075,T,090108,164142,08.796858N,082.490313W,1851,0,99,
49076,T,090108,164143,08.796858N,082.490315W,1851,0,99,
49077,T,090108,164144,08.796855N,082.490313W,1851,0,99,
49078,T,090108,164145,08.796855N,082.490304W,1851,0,99,
49079,T,090108,164146,08.796849N,082.490294W,1851,0,99,
49080,T,090108,164147,08.796846N,082.490291W,1851,0,99,
49081,T,090108,164148,08.796846N,082.490284W,1850,0,99,
49082,T,090108,164149,08.796846N,082.490274W,1850,0,99,
49083,T,090108,164150,08.796849N,082.490273W,1850,0,99,
49084,T,090108,164151,08.796853N,082.490268W,1850,0,99,
49085,T,090108,164152,08.796856N,082.490273W,1850,0,99,
49086,T,090108,164153,08.796858N,082.490261W,1850,0,99,
49087,T,090108,164154,08.796858N,082.490258W,1850,0,99,
49088,T,090108,164155,08.796858N,082.490255W,1850,0,99,
49089,T,090108,164156,08.796856N,082.490251W,1849,0,99,
49090,T,090108,164157,08.796856N,082.490236W,1849,0,99,
49091,T,090108,164158,08.796856N,082.490233W,1849,0,99,
49092,T,090108,164159,08.796858N,082.490233W,1849,0,99,
49093,T,090108,164200,08.796858N,082.490219W,1848,0,99,
49094,T,090108,164201,08.796863N,082.490221W,1848,0,99,
49095,T,090108,164202,08.796858N,082.490203W,1848,0,99,
49096,T,090108,164203,08.796858N,082.490196W,1847,0,99,
49097,T,090108,164204,08.796858N,082.490189W,1847,0,99,
49098,T,090108,164205,08.796858N,082.490178W,1847,0,99,
49099,T,090108,164206,08.796856N,082.490174W,1847,0,99,
49100,T,090108,164207,08.796851N,082.490166W,1847,0,99,
49101,T,090108,164208,08.796849N,082.490165W,1847,0,99,
49102,T,090108,164209,08.796848N,082.490166W,1847,0,99,
49103,T,090108,164210,08.796848N,082.490163W,1847,0,99,
49104,T,090108,164211,08.796846N,082.490159W,1846,0,99,
49105,T,090108,164212,08.796844N,082.490153W,1846,0,99,
49106,T,090108,164213,08.796846N,082.490151W,1846,0,99,
49107,T,090108,164214,08.796844N,082.490143W,1846,0,99,
49108,T,090108,164215,08.796844N,082.490138W,1846,0,99,
49109,T,090108,164216,08.796846N,082.490134W,1845,0,99,
49110,T,090108,164217,08.796846N,082.490133W,1845,0,99,
49111,T,090108,164218,08.796846N,082.490131W,1845,0,99,
49112,T,090108,164219,08.796848N,082.490128W,1845,0,99,
49113,T,090108,164220,08.796846N,082.490125W,1845,0,99,
49114,T,090108,164221,08.796849N,082.490123W,1845,0,99,
49115,T,090108,164222,08.796851N,082.490120W,1845,0,99,
49116,T,090108,164223,08.796853N,082.490118W,1844,0,99,
49117,T,090108,164224,08.796855N,082.490116W,1844,0,99,
49118,T,090108,164225,08.796860N,082.490114W,1844,0,99,
49119,T,090108,164226,08.796858N,082.490101W,1844,0,99,
49120,T,090108,164227,08.796855N,082.490093W,1843,0,99,
49121,T,090108,164228,08.796855N,082.490088W,1843,0,99,
49122,T,090108,164229,08.796858N,082.490078W,1843,0,99,
49123,T,090108,164230,08.796856N,082.490071W,1843,0,99,
49124,T,090108,164231,08.796856N,082.490066W,1843,0,99,
49125,T,090108,164232,08.796855N,082.490058W,1843,0,99,
49126,T,090108,164233,08.796858N,082.490053W,1843,0,99,
49127,T,090108,164234,08.796856N,082.490048W,1842,0,99,
49128,T,090108,164235,08.796856N,082.490046W,1842,0,99,
49129,T,090108,164236,08.796856N,082.490039W,1842,0,99,
49130,T,090108,164237,08.796858N,082.490031W,1842,0,99,
49131,T,090108,164238,08.796866N,082.490030W,1842,0,99,
49132,T,090108,164239,08.796866N,082.490021W,1841,0,99,
49133,T,090108,164240,08.796864N,082.490006W,1841,0,99,
49134,T,090108,164241,08.796864N,082.489996W,1841,0,99,
49135,T,090108,164242,08.796863N,082.489975W,1840,0,99,
49136,T,090108,164243,08.796863N,082.489971W,1840,0,99,
49137,T,090108,164244,08.796860N,082.489963W,1841,0,99,
49138,T,090108,164245,08.796860N,082.489961W,1840,0,99,
49139,T,090108,164246,08.796861N,082.489953W,1840,0,99,
49140,T,090108,164247,08.796860N,082.489948W,1840,0,99,
49141,T,090108,164248,08.796855N,082.489945W,1840,0,99,
49142,T,090108,164249,08.796849N,082.489926W,1840,0,99,
49143,T,090108,164250,08.796844N,082.489924W,1840,0,99,
49144,T,090108,164251,08.796841N,082.489919W,1840,0,99,
49145,T,090108,164252,08.796839N,082.489913W,1839,0,99,
49146,T,090108,164253,08.796839N,082.489909W,1839,0,99,
49147,T,090108,164254,08.796839N,082.489908W,1839,0,99,
49148,T,090108,164255,08.796836N,082.489901W,1839,0,99,
49149,T,090108,164256,08.796836N,082.489893W,1839,0,99,
49150,T,090108,164257,08.796839N,082.489885W,1839,0,99,
49151,T,090108,164258,08.796843N,082.489878W,1838,0,99,
49152,T,090108,164259,08.796843N,082.489873W,1838,0,99,
49153,T,090108,164300,08.796844N,082.489864W,1838,0,99,
49154,T,090108,164301,08.796846N,082.489855W,1838,0,99,
49155,T,090108,164302,08.796844N,082.489846W,1838,0,99,
49156,T,090108,164303,08.796839N,082.489838W,1838,0,99,
49157,T,090108,164304,08.796838N,082.489831W,1838,0,99,
49158,T,090108,164305,08.796834N,082.489824W,1838,0,99,
49159,T,090108,164306,08.796833N,082.489819W,1837,0,99,
49160,T,090108,164307,08.796834N,082.489813W,1837,0,99,
49161,T,090108,164308,08.796838N,082.489810W,1836,0,99,
49162,T,090108,164309,08.796838N,082.489810W,1836,0,99,
49163,T,090108,164310,08.796833N,082.489795W,1836,0,99,
49164,T,090108,164311,08.796834N,082.489793W,1836,0,99,
49165,T,090108,164312,08.796834N,082.489789W,1836,0,99,
49166,T,090108,164313,08.796836N,082.489788W,1836,0,99,
49167,T,090108,164314,08.796830N,082.489765W,1836,0,99,
49168,T,090108,164315,08.796828N,082.489758W,1836,0,99,
49169,T,090108,164316,08.796830N,082.489756W,1836,0,99,
49170,T,090108,164317,08.796826N,082.489748W,1835,0,99,
49171,T,090108,164318,08.796824N,082.489740W,1835,0,99,
49172,T,090108,164319,08.796821N,082.489733W,1834,0,99,
49173,T,090108,164320,08.796816N,082.489729W,1834,0,99,
49174,T,090108,164321,08.796815N,082.489723W,1834,0,99,
49175,T,090108,164322,08.796815N,082.489714W,1834,0,99,
49176,T,090108,164323,08.796813N,082.489710W,1834,0,99,
49177,T,090108,164324,08.796818N,082.489711W,1833,0,99,
49178,T,090108,164325,08.796820N,082.489706W,1833,0,99,
49179,T,090108,164326,08.796821N,082.489698W,1833,0,99,
49180,T,090108,164327,08.796818N,082.489695W,1834,0,99,
49181,T,090108,164328,08.796820N,082.489693W,1833,0,99,
49182,T,090108,164329,08.796831N,082.489701W,1834,0,99,
49183,T,090108,164330,08.796830N,082.489691W,1834,0,99,
49184,T,090108,164331,08.796831N,082.489683W,1833,0,99,
49185,T,090108,164332,08.796830N,082.489676W,1833,0,99,
49186,T,090108,164333,08.796828N,082.489669W,1833,0,99,
49187,T,090108,164334,08.796828N,082.489661W,1833,0,99,
49188,T,090108,164335,08.796824N,082.489650W,1833,0,99,
49189,T,090108,164336,08.796826N,082.489651W,1833,0,99,
49190,T,090108,164337,08.796823N,082.489639W,1833,0,99,
49191,T,090108,164338,08.796821N,082.489635W,1833,0,99,
49192,T,090108,164339,08.796821N,082.489629W,1833,0,99,
49193,T,090108,164340,08.796826N,082.489621W,1833,0,99,
49194,T,090108,164341,08.796828N,082.489615W,1833,0,99,
49195,T,090108,164342,08.796828N,082.489606W,1833,0,99,
49196,T,090108,164343,08.796834N,082.489618W,1833,0,99,
49197,T,090108,164344,08.796831N,082.489609W,1833,0,99,
49198,T,090108,164345,08.796826N,082.489608W,1833,0,99,
49199,T,090108,164346,08.796823N,082.489603W,1832,0,99,
49200,T,090108,164347,08.796826N,082.489601W,1832,0,99,
49201,T,090108,164348,08.796823N,082.489601W,1832,0,99,
49202,T,090108,164349,08.796823N,082.489601W,1832,0,99,
49203,T,090108,164350,08.796823N,082.489598W,1832,0,99,
49204,T,090108,164351,08.796824N,082.489593W,1832,0,99,
49205,T,090108,164352,08.796823N,082.489586W,1832,0,99,
49206,T,090108,164353,08.796823N,082.489579W,1831,0,99,
49207,T,090108,164354,08.796815N,082.489571W,1832,0,99,
49208,T,090108,164355,08.796810N,082.489556W,1831,0,99,
49209,T,090108,164356,08.796808N,082.489549W,1831,0,99,
49210,T,090108,164357,08.796803N,082.489534W,1831,0,99,
49211,T,090108,164358,08.796794N,082.489519W,1831,0,99,
49212,T,090108,164359,08.796793N,082.489515W,1831,0,99,
49213,T,090108,164400,08.796796N,082.489509W,1831,0,99,
49214,T,090108,164401,08.796796N,082.489501W,1831,0,99,
49215,T,090108,164402,08.796794N,082.489496W,1831,0,99,
49216,T,090108,164403,08.796791N,082.489489W,1830,0,99,
49217,T,090108,164404,08.796793N,082.489481W,1831,0,99,
49218,T,090108,164405,08.796794N,082.489470W,1831,0,99,
49219,T,090108,164406,08.796794N,082.489468W,1831,0,99,
49220,T,090108,164407,08.796793N,082.489459W,1831,0,99,
49221,T,090108,164408,08.796791N,082.489449W,1831,0,99,
49222,T,090108,164409,08.796793N,082.489443W,1831,0,99,
49223,T,090108,164410,08.796794N,082.489438W,1831,0,99,
49224,T,090108,164411,08.796786N,082.489436W,1831,0,99,
49225,T,090108,164412,08.796791N,082.489431W,1831,0,99,
49226,T,090108,164413,08.796790N,082.489433W,1830,0,99,
49227,T,090108,164414,08.796786N,082.489431W,1830,0,99,
49228,T,090108,164415,08.796786N,082.489425W,1830,0,99,
49229,T,090108,164416,08.796788N,082.489421W,1830,0,99,
49230,T,090108,164417,08.796788N,082.489414W,1830,0,99,
49231,T,090108,164418,08.796786N,082.489406W,1830,0,99,
49232,T,090108,164419,08.796783N,082.489399W,1830,0,99,
49233,T,090108,164420,08.796781N,082.489393W,1830,0,99,
49234,T,090108,164421,08.796778N,082.489383W,1830,0,99,
49235,T,090108,164422,08.796776N,082.489371W,1830,0,99,
49236,T,090108,164423,08.796771N,082.489353W,1830,0,99,
49237,T,090108,164424,08.796771N,082.489346W,1830,0,99,
49238,T,090108,164425,08.796768N,082.489338W,1830,0,99,
49239,T,090108,164426,08.796768N,082.489326W,1830,0,99,
49240,T,090108,164427,08.796773N,082.489318W,1830,0,99,
49241,T,090108,164428,08.796771N,082.489311W,1830,0,99,
49242,T,090108,164429,08.796768N,082.489306W,1829,0,99,
49243,T,090108,164430,08.796771N,082.489290W,1829,0,99,
49244,T,090108,164431,08.796773N,082.489278W,1829,0,99,
49245,T,090108,164432,08.796771N,082.489269W,1829,0,99,
49246,T,090108,164433,08.796771N,082.489263W,1828,0,99,
49247,T,090108,164434,08.796763N,082.489245W,1828,0,99,
49248,T,090108,164435,08.796756N,082.489235W,1828,0,99,
49249,T,090108,164436,08.796754N,082.489229W,1827,0,99,
49250,T,090108,164437,08.796753N,082.489221W,1827,0,99,
49251,T,090108,164438,08.796749N,082.489211W,1827,0,99,
49252,T,090108,164439,08.796745N,082.489205W,1826,0,99,
49253,T,090108,164440,08.796743N,082.489200W,1826,0,99,
49254,T,090108,164441,08.796738N,082.489191W,1826,0,99,
49255,T,090108,164442,08.796736N,082.489181W,1825,0,99,
49256,T,090108,164443,08.796731N,082.489173W,1825,0,99,
49257,T,090108,164444,08.796725N,082.489160W,1825,1,119,
49258,T,090108,164445,08.796723N,082.489148W,1825,0,119,
49259,T,090108,164446,08.796723N,082.489139W,1825,3,89,
49260,T,090108,164447,08.796723N,082.489130W,1825,3,82,
49261,T,090108,164448,08.796725N,082.489124W,1824,0,82,
49262,T,090108,164449,08.796726N,082.489118W,1824,0,82,
49263,T,090108,164450,08.796723N,082.489119W,1824,0,82,
49264,T,090108,164451,08.796725N,082.489119W,1824,0,82,
49265,T,090108,164452,08.796723N,082.489115W,1824,0,82,
49266,T,090108,164453,08.796718N,082.489111W,1823,0,82,
49267,T,090108,164454,08.796711N,082.489101W,1823,0,82,
49268,T,090108,164455,08.796711N,082.489091W,1823,0,82,
49269,T,090108,164456,08.796709N,082.489083W,1822,0,82,
49270,T,090108,164457,08.796706N,082.489070W,1822,0,82,
49271,T,090108,164458,08.796703N,082.489059W,1822,0,82,
49272,T,090108,164459,08.796700N,082.489053W,1822,0,82,
49273,T,090108,164500,08.796706N,082.489055W,1822,0,82,
49274,T,090108,164501,08.796708N,082.489046W,1822,0,82,
49275,T,090108,164502,08.796711N,082.489041W,1822,0,82,
49276,T,090108,164503,08.796711N,082.489033W,1822,0,82,
49277,T,090108,164504,08.796711N,082.489026W,1821,0,82,
49278,T,090108,164505,08.796713N,082.489021W,1821,0,82,
49279,T,090108,164506,08.796711N,082.489016W,1821,0,82,
49280,T,090108,164507,08.796709N,082.489006W,1821,0,82,
49281,T,090108,164508,08.796704N,082.488980W,1820,0,82,
49282,T,090108,164509,08.796706N,082.488976W,1820,0,82,
49283,T,090108,164510,08.796706N,082.488965W,1820,0,82,
49284,T,090108,164511,08.796706N,082.488949W,1820,0,82,
49285,T,090108,164512,08.796704N,082.488943W,1820,0,82,
49286,T,090108,164513,08.796701N,082.488936W,1819,0,82,
49287,T,090108,164514,08.796700N,082.488930W,1819,0,82,
49288,T,090108,164515,08.796696N,082.488920W,1819,0,82,
49289,T,090108,164516,08.796693N,082.488913W,1819,0,82,
49290,T,090108,164517,08.796689N,082.488903W,1819,0,82,
49291,T,090108,164518,08.796685N,082.488873W,1818,0,82,
49292,T,090108,164519,08.796685N,082.488876W,1818,0,82,
49293,T,090108,164520,08.796683N,082.488871W,1818,0,82,
49294,T,090108,164521,08.796685N,082.488868W,1818,0,82,
49295,T,090108,164522,08.796686N,082.488863W,1818,0,82,
49296,T,090108,164523,08.796689N,082.488866W,1818,0,82,
49297,T,090108,164524,08.796686N,082.488861W,1818,0,82,
49298,T,090108,164525,08.796686N,082.488859W,1818,0,82,
49299,T,090108,164526,08.796686N,082.488856W,1817,0,82,
49300,T,090108,164527,08.796683N,082.488843W,1817,0,82,
49301,T,090108,164528,08.796685N,082.488838W,1817,0,82,
49302,T,090108,164529,08.796693N,082.488836W,1817,0,82,
49303,T,090108,164530,08.796698N,082.488828W,1817,0,82,
49304,T,090108,164531,08.796703N,082.488823W,1817,0,82,
49305,T,090108,164532,08.796711N,082.488814W,1817,0,82,
49306,T,090108,164533,08.796711N,082.488813W,1816,0,82,
49307,T,090108,164534,08.796714N,082.488808W,1816,0,82,
49308,T,090108,164535,08.796713N,082.488800W,1816,0,82,
49309,T,090108,164536,08.796709N,082.488791W,1815,0,82,
49310,T,090108,164537,08.796704N,082.488785W,1816,0,82,
49311,T,090108,164538,08.796701N,082.488775W,1816,0,82,
49312,T,090108,164539,08.796700N,082.488760W,1816,3,96,
49313,T,090108,164540,08.796698N,082.488755W,1816,1,87,
49314,T,090108,164541,08.796696N,082.488743W,1816,3,96,
49315,T,090108,164542,08.796695N,082.488726W,1816,3,95,
49316,T,090108,164543,08.796695N,082.488711W,1816,3,99,
49317,T,090108,164544,08.796689N,082.488701W,1815,3,106,
49318,T,090108,164545,08.796685N,082.488686W,1816,3,101,
49319,T,090108,164546,08.796678N,082.488653W,1815,3,98,
49320,T,090108,164547,08.796673N,082.488650W,1815,0,98,
49321,T,090108,164548,08.796669N,082.488640W,1815,0,98,
49322,T,090108,164549,08.796668N,082.488631W,1815,0,98,
49323,T,090108,164550,08.796664N,082.488628W,1815,0,102,
49324,T,090108,164551,08.796663N,082.488619W,1815,0,102,
49325,T,090108,164552,08.796661N,082.488610W,1816,0,104,
49326,T,090108,164553,08.796655N,082.488596W,1816,3,114,
49327,T,090108,164554,08.796651N,082.488593W,1816,0,114,
49328,T,090108,164555,08.796648N,082.488591W,1816,0,114,
49329,T,090108,164556,08.796646N,082.488583W,1816,0,114,
49330,T,090108,164557,08.796641N,082.488576W,1816,0,114,
49331,T,090108,164558,08.796641N,082.488568W,1816,0,114,
49332,T,090108,164559,08.796635N,082.488560W,1815,0,114,
49333,T,090108,164600,08.796629N,082.488550W,1815,0,114,
49334,T,090108,164601,08.796628N,082.488541W,1815,0,114,
49335,T,090108,164602,08.796626N,082.488531W,1815,0,114,
49336,T,090108,164603,08.796624N,082.488523W,1814,0,114,
49337,T,090108,164604,08.796623N,082.488518W,1814,0,114,
49338,T,090108,164605,08.796616N,082.488503W,1814,3,112,
49339,T,090108,164606,08.796611N,082.488493W,1815,3,115,
49340,T,090108,164607,08.796606N,082.488479W,1815,3,115,
49341,T,090108,164608,08.796598N,082.488468W,1815,3,115,
49342,T,090108,164609,08.796591N,082.488453W,1815,3,121,
49343,T,090108,164610,08.796590N,082.488444W,1815,0,121,
49344,T,090108,164611,08.796581N,082.488441W,1814,0,121,
49345,T,090108,164612,08.796579N,082.488434W,1814,3,113,
49346,T,090108,164613,08.796574N,082.488423W,1814,0,113,
49347,T,090108,164614,08.796573N,082.488419W,1814,0,113,
49348,T,090108,164615,08.796569N,082.488409W,1813,1,105,
49349,T,090108,164616,08.796569N,082.488408W,1813,0,105,
49350,T,090108,164617,08.796568N,082.488403W,1812,0,105,
49351,T,090108,164618,08.796568N,082.488403W,1812,0,105,
49352,T,090108,164619,08.796561N,082.488399W,1811,1,125,
49353,T,090108,164620,08.796556N,082.488386W,1811,3,110,
49354,T,090108,164621,08.796553N,082.488378W,1811,0,110,
49355,T,090108,164622,08.796546N,082.488371W,1811,3,112,
49356,T,090108,164623,08.796543N,082.488366W,1810,0,112,
49357,T,090108,164624,08.796538N,082.488359W,1810,0,112,
49358,T,090108,164625,08.796536N,082.488358W,1810,0,112,
49359,T,090108,164626,08.796538N,082.488359W,1810,0,112,
49360,T,090108,164627,08.796536N,082.488364W,1810,0,112,
49361,T,090108,164628,08.796533N,082.488364W,1810,0,112,
49362,T,090108,164629,08.796533N,082.488364W,1810,0,112,
49363,T,090108,164630,08.796533N,082.488366W,1810,0,112,
49364,T,090108,164631,08.796533N,082.488368W,1810,0,112,
49365,T,090108,164632,08.796533N,082.488368W,1810,0,112,
49366,T,090108,164633,08.796533N,082.488366W,1810,0,112,
49367,T,090108,164634,08.796533N,082.488364W,1810,0,112,
49368,T,090108,164635,08.796520N,082.488344W,1810,0,112,
49369,T,090108,164636,08.796515N,082.488328W,1809,0,112,
49370,T,090108,164637,08.796511N,082.488319W,1809,0,112,
49371,T,090108,164638,08.796511N,082.488316W,1809,0,112,
49372,T,090108,164639,08.796508N,082.488306W,1809,0,112,
49373,T,090108,164640,08.796509N,082.488298W,1809,0,112,
49374,T,090108,164641,08.796508N,082.488295W,1808,0,112,
49375,T,090108,164642,08.796505N,082.488281W,1808,0,112,
49376,T,090108,164643,08.796509N,082.488278W,1808,1,112,
49377,T,090108,164644,08.796508N,082.488270W,1808,3,112,
49378,T,090108,164645,08.796506N,082.488259W,1808,1,112,
49379,T,090108,164646,08.796505N,082.488251W,1808,0,112,
49380,T,090108,164647,08.796503N,082.488241W,1807,3,112,
49381,T,090108,164648,08.796501N,082.488226W,1807,5,108,
49382,T,090108,164649,08.796494N,082.488221W,1807,3,123,
49383,T,090108,164650,08.796493N,082.488214W,1807,3,107,
49384,T,090108,164651,08.796486N,082.488210W,1807,0,107,
49385,T,090108,164652,08.796476N,082.488199W,1806,0,107,
49386,T,090108,164653,08.796475N,082.488199W,1806,0,107,
49387,T,090108,164654,08.796476N,082.488201W,1806,0,107,
49388,T,090108,164655,08.796475N,082.488201W,1806,0,107,
49389,T,090108,164656,08.796473N,082.488199W,1806,0,107,
49390,T,090108,164657,08.796471N,082.488198W,1806,0,107,
49391,T,090108,164658,08.796470N,082.488195W,1806,0,107,
49392,T,090108,164659,08.796471N,082.488191W,1806,0,107,
49393,T,090108,164700,08.796476N,082.488188W,1806,0,107,
49394,T,090108,164701,08.796478N,082.488186W,1806,0,107,
49395,T,090108,164702,08.796478N,082.488183W,1806,0,107,
